id,key,English,Hindi,Tamil,Gujarati,Bengali,Telugu,Marathi,Malayalam,Kannada,channel
"1881","yearlyIncome","Yearly Income","वार्षिक आय","ஆண்டு வருமானம்","Yearly Income","Yearly Income","Yearly Income","Yearly Income","Yearly Income","Yearly Income","IB"
"1882","commercialVehicleLoan","Commercial Vehicle Loan","वाणिज्यिक वाहन लोन","வணிக வாகனக் கடன்","Commercial Vehicle Loan","Commercial Vehicle Loan","Commercial Vehicle Loan","Commercial Vehicle Loan","Commercial Vehicle Loan","Commercial Vehicle Loan","IB"
"1883","checkStatus","Check Status","स्थिति जाँचे","நிலையை சரிபார்க்கவும்","Check Status","Check Status","Check Status","Check Status","Check Status","Check Status","IB"
"1884","expired","Expired","समय-सीमा समाप्त हो गई","காலாவதியானது","Expired","Expired","Expired","Expired","Expired","Expired","IB"
"1885","interest","Interest","ब्याज","வட்டி","Interest","Interest","Interest","Interest","Interest","Interest","IB"
"1886","passwordError","New password cannot be the same as your current password.","नया पासवर्ड आपके वर्तमान पासवर्ड जैसा नहीं हो सकता।","புதிய கடவுச்சொல் உங்கள் தற்போதைய கடவுச்சொல்லாக இருக்க முடியாது.","New password cannot be the same as your current password.","New password cannot be the same as your current password.","New password cannot be the same as your current password.","New password cannot be the same as your current password.","New password cannot be the same as your current password.","New password cannot be the same as your current password.","IB"
"1887","applyNow","Apply Now","अभी आवेदन करें","இப்பொழுது விண்ணப்பியுங்கள்","Apply Now","Apply Now","Apply Now","Apply Now","Apply Now","Apply Now","IB"
"1888","addNomineeMsg","New Nominee Added","नया नामांकित व्यक्ति जोड़ा गया","புதிய நாமினி சேர்க்கப்பட்டார்","New Nominee Added","New Nominee Added","New Nominee Added","New Nominee Added","New Nominee Added","New Nominee Added","IB"
"1889","rekycAddressNote","Your Aadhaar Address will be considered as Permanent Address","आपके आधार पते को ही स्थायी पता माना जाएगा।","உங்கள் ஆதார் முகவரி நிரந்தர முகவரியாகக் கருதப்படும்","Your Aadhaar Address will be considered as Permanent Address","Your Aadhaar Address will be considered as Permanent Address","Your Aadhaar Address will be considered as Permanent Address","Your Aadhaar Address will be considered as Permanent Address","Your Aadhaar Address will be considered as Permanent Address","Your Aadhaar Address will be considered as Permanent Address","IB"
"1890","interestDeclardNote","Aggregate amount of income for which Form 15G filed earlier","आय की वह कुल राशि जिसके लिए पहले फ़ॉर्म 15G भरा गया था था","படிவம் 15G முன்பு தாக்கல் செய்த மொத்த வருமானம்","Aggregate amount of income for which Form 15G filed earlier","Aggregate amount of income for which Form 15G filed earlier","Aggregate amount of income for which Form 15G filed earlier","Aggregate amount of income for which Form 15G filed earlier","Aggregate amount of income for which Form 15G filed earlier","Aggregate amount of income for which Form 15G filed earlier","IB"
"1891","MaturityValue","Maturity Value (INR)","परिपक्वता मूल्य (INR)","முதிர்வு மதிப்பு (INR)","Maturity Value (INR)","Maturity Value (INR)","Maturity Value (INR)","Maturity Value (INR)","Maturity Value (INR)","Maturity Value (INR)","IB"
"1892","caseID","Case ID","केस ID","கேஸ் ID","Case ID","Case ID","Case ID","Case ID","Case ID","Case ID","IB"
"1893","nationalHoliday","Available from 9 AM - 9 PM except on national holidays","नेशनल हॉलिडे को छोड़कर, सुबह 9 से रात 9 तक उपलब्ध","தேசிய விடுமுறை நாட்களைத் தவிர காலை 9 மணி முதல் இரவு 9 மணி வரை கிடைக்கும்","Available from 9 AM - 9 PM except on national holidays","Available from 9 AM - 9 PM except on national holidays","Available from 9 AM - 9 PM except on national holidays","Available from 9 AM - 9 PM except on national holidays","Available from 9 AM - 9 PM except on national holidays","Available from 9 AM - 9 PM except on national holidays","IB"
"1894","invalidDataCard","Please enter valid dataCard number","कृपया सही डेटाकार्ड नंबर दर्ज करें","செல்லுபடியாகும் தரவு அட்டை எண்ணை உள்ளிடவும்","Please enter valid dataCard number","Please enter valid dataCard number","Please enter valid dataCard number","Please enter valid dataCard number","Please enter valid dataCard number","Please enter valid dataCard number","IB"
"1895","paymentSuccess","Payment made Successfully!","भुगतान सफलतापूर्वक हो गया!","பணம் வெற்றிகரமாகச் செலுத்தப்பட்டது!","Payment made Successfully!","Payment made Successfully!","Payment made Successfully!","Payment made Successfully!","Payment made Successfully!","Payment made Successfully!","IB"
"1896","totalEstimateIncome","Total Estimate Income","कुल अनुमानित आय","மொத்த மதிப்பீட்டு வருமானம்","Total Estimate Income","Total Estimate Income","Total Estimate Income","Total Estimate Income","Total Estimate Income","Total Estimate Income","IB"
"1897","form15GDeclareTwo","will be nil. I/We also declare that my/our income/incomes referred to in column 16 and the aggregate amount of income/incomes referred to in column 18 for the previous year ending on","शून्य होगा। मैं/हम यह भी घोषणा करता/करती/करते हैं कि कॉलम 16 में उल्लिखित मेरी/हमारी आय/आयें तथा कॉलम 18 में उल्लिखित आय/आयों की कुल राशि, दिनांक को समाप्त हुए पिछले वर्ष के लिए,","பூஜ்ஜியமாக இருக்கும். மேலும், பத்தி 16-இல் குறிப்பிடப்பட்டுள்ள எனது/எங்களின் வருமானம்/வருமானங்கள் மற்றும் பத்தி 18-இல் குறிப்பிடப்பட்டுள்ள வருமானம்/ வருமானங்களின் மொத்தத் தொகை ஆகியவை, தேதியுடன் முடிவடையும் முந்தைய ஆண்டிற்கானவை என நான்/நாங்கள் அறிவிக்கிறேன்/ அறிவிக்கிறோம்.","will be nil. I/We also declare that my/our income/incomes referred to in column 16 and the aggregate amount of income/incomes referred to in column 18 for the previous year ending on","will be nil. I/We also declare that my/our income/incomes referred to in column 16 and the aggregate amount of income/incomes referred to in column 18 for the previous year ending on","will be nil. I/We also declare that my/our income/incomes referred to in column 16 and the aggregate amount of income/incomes referred to in column 18 for the previous year ending on","will be nil. I/We also declare that my/our income/incomes referred to in column 16 and the aggregate amount of income/incomes referred to in column 18 for the previous year ending on","will be nil. I/We also declare that my/our income/incomes referred to in column 16 and the aggregate amount of income/incomes referred to in column 18 for the previous year ending on","will be nil. I/We also declare that my/our income/incomes referred to in column 16 and the aggregate amount of income/incomes referred to in column 18 for the previous year ending on","IB"
